name;lat;long
Théâtre Marigny carré Marigny Paris;48.868735199999996;2.3137183
Théâtre des Mathurins 36, rue des Mathurins Paris;48.87330199999999;2.325566
Théâtre du Marais 37, rue Volta Paris;48.866236;2.3577747999999996
Théâtre de l'Odéon (théâtre de l'Europe) place de l'Odéon Paris;48.849495;2.3387029999999998
Théâtre de l'Œuvre 55, rue de Clichy Paris;48.8809147;2.328557
Théâtre national de l'Opéra-Comique 5, rue Favart Paris;48.8712032;2.3378357
Théâtre Ouvert 4 bis, Cité Véron Paris;48.8705293;2.4030839000000004
Le Palace 8, rue du Faubourg-Montmartre Paris;48.8721155;2.3433099
Palais des glaces 37, rue du Faubourg-du-Temple Paris;48.8692213;2.3682566
Dôme de Paris - Palais des Sports 1, place de la Porte-de-Versailles Paris;48.832764;2.2863009
Théâtre de Paris 15, rue Blanche Paris;48.878625799999995;2.3314956
Studio Théâtre 99, rue de Rivoli Place de la Pyramide inversée Paris;48.8617864;2.3340278
Théâtre des Béliers parisiens 14 bis, rue Sainte-Isaure Paris;48.89369089999999;2.3442791
Théâtre de la Tempête Route du Champ-de-Manœuvre Paris;48.836265399999995;2.4490586000000003
Théâtre du Temps 9, rue du Morvan Paris;48.86006069999999;2.3815336
Théâtre 13 103A, boulevard Auguste-Blanqui Paris;48.828702799999995;2.3447484999999997
Le Trianon 80 boulevard de Rochechouart Paris;48.8830841;2.3430466
Théâtre Tristan-Bernard 64 rue du Rocher Paris;48.87888889999999;2.3191667
Théâtre Trévise 14 rue de Trévise Paris;48.873514;2.3453776
Théâtre le Mélo d'Amélie 4, rue Marie-Stuart Paris;48.8650807;2.3483560999999997
Théâtre Michel 38, rue des Mathurins Paris;48.8733083;2.3254667
Théâtre de la Michodière 4 bis, rue de La Michodière Paris;48.8692242;2.3346951
Théâtre Mogador 25, rue de Mogador Paris;48.87536780000001;2.3310383
Théâtre Montparnasse 31, rue de la Gaîté Paris;48.839301999999996;2.3231009999999994
Théâtre Mouffetard 73, rue Mouffetard Paris;48.842287299999995;2.3504329
Théâtre des Nouveautés 24, boulevard Poissonnière Paris;48.8713845;2.3448203999999997
Théâtre du Nord-Ouest 13, rue du Faubourg-Montmartre Paris;48.872371799999996;2.3429796999999994
Théâtre du Palais-Royal 38, rue de Montpensier Paris;48.8660353;2.3374935999999997
Théâtre Paris-Villette nan Paris;48.88976019999999;2.3907972999999996
Théâtre de Passy 95 rue de Passy Paris;48.858030799999995;2.2753224999999992
La Pépinière-Théâtre 7 rue Louis-le-Grand Paris;48.8686754;2.3322233999999997
La Petite Loge 2, rue La Bruyère Paris;48.87901599999999;2.3365517999999996
Théâtre Pigalle 10-12, rue Pigalle Paris;48.8784917;2.3328021000000003
Théâtre Pixel 18, rue Championnet Paris;48.8954247;2.3510696
Salle Pleyel 252, rue du Faubourg-Saint-Honoré Paris;48.8770037;2.3010508
Théâtre de Poche-Montparnasse Impasse Robiquet Paris;48.843691199999995;2.3251055000000003
Théâtre du Point-Virgule 7, rue Sainte-Croix-de-la-Bretonnerie Paris;48.857862000000004;2.3569104999999997
Théâtre de la Porte-Saint-Martin 16, Boulevard Saint-Martin Paris;48.868997099999994;2.3566512
Théâtre 14 Jean-Marie-Serreau 20, avenue Marc-Sangnier Paris;48.825142799999995;2.3101938999999994
Théâtre de la Renaissance 20, boulevard Saint-Martin Paris;48.869064599999994;2.3563112
Théâtre Le Ranelagh 5, rue des Vignes Paris;48.8546134;2.2776511
Théâtre du Renard 12, rue du Renard Paris;48.85882669999999;2.3524030999999996
Théâtre du Rond-Point des Champs-Élysées nan Paris;48.867764900000005;2.3107975
Salle Richelieu 1, place Colette Paris;48.8635708;2.3359376
Théâtre Rive gauche 6, rue de la Gaîté Paris;48.8408187;2.3243172
Théâtre de la Reine Blanche 2 bis, passage Ruelle Paris;48.8867714;2.3590416999999997
Théâtre Saint-Georges 51, rue Saint-Georges Paris;48.8782255;2.3374143
Théâtre Saint-Léon 11, place du Cardinal-Amette Paris;48.85051839999999;2.2966411
Théâtre Silvia-Monfort 106, rue Brancion Paris;48.830150599999996;2.3017243
Théâtre du Soleil Route du Champ-de-Manœuvre Paris;48.83627080000001;2.4496173
Splendid Saint-Martin 48, rue du Faubourg-Saint-Martin Paris;48.8705912;2.3571314
IVT - International Visual Theatre 7 cité Chaptal Paris;48.881454100000006;2.3331541000000002
Théâtre des Variétés 7 boulevard Montmartre Paris;48.871403099999995;2.3420883000000003
Théâtre du Vieux-Colombier 21, rue du Vieux-Colombier Paris;48.851745099999995;2.3301754
Théâtre de la Ville 2, place du Châtelet Paris;48.857357;2.3482606
Vingtième théâtre 7, rue des Plâtrières Paris;48.867973899999996;2.3894671000000005
Apollo Théâtre 18, rue du Faubourg-du-Temple Paris;48.86824000000001;2.366323
Le Zèbre 61-63, boulevard de Belleville Paris;48.870086699999995;2.3787344
Théâtre de Belleville 94, rue du Faubourg-du-Temple Paris;48.870901499999995;2.3743203
Théâtre Dunois 7 rue Louise-Weiss Paris;48.8330956;2.370527
